danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.683,0.265,0,-12.735,1,0.0293,0.933,0,0.71,0.647,102.08,149560
0.813,0.869,1,-4.416,1,0.043,0.0257,0.119,0.0943,0.531,124.981,322667
0.743,0.584,1,-11.274,0,0.0281,0.104,0,0.0755,0.818,91.914,294267
0.437,0.572,8,-8.648,0,0.0339,0.00191,0.00243,0.116,0.239,124.172,284800
0.965,0.449,0,-15.225,1,0.237,0.0502,1.17E-06,0.267,0.722,105.392,323267
0.915,0.518,1,-13.501,1,0.32,0.0696,0,0.183,0.574,97.049,352432
0.68,0.941,1,-7.509,0,0.0374,0.484,7.43E-05,0.0656,0.823,110.264,247160
0.749,0.73,0,-13.919,0,0.0639,0.0291,0,0.137,0.676,119.975,258840
0.667,0.899,11,-7.084,0,0.0809,0.0371,4.12E-06,0.541,0.738,101.477,246373
0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493
0.483,0.76,2,-9.758,0,0.0563,0.224,0.625,0.0929,0.154,148.075,278200
0.761,0.77,11,-11.63,0,0.107,0.052,4.23E-05,0.327,0.581,100.097,323493
0.673,0.888,1,-7.056,1,0.0364,0.261,0.000134,0.234,0.801,110.772,275467
0.756,0.814,10,-10.246,0,0.0702,0.0563,0.134,0.045,0.65,123.027,267840
0.362,0.486,8,-8.241,1,0.0287,0.563,0,0.151,0.275,74.77,299227
0.609,0.551,6,-7.93,1,0.0291,0.0233,0,0.234,0.512,127.956,256040
0.255,0.993,8,-6.759,1,0.199,0.000962,0.741,0.13,0.214,190.507,203000
0.693,0.888,7,-8.579,0,0.0646,0.102,1.84E-05,0.443,0.79,121.069,298173
0.744,0.697,8,-14.753,1,0.0631,0.039,0,0.171,0.683,119.955,258200
0.545,0.905,7,-10.732,1,0.0648,0.00164,1.95E-06,0.0532,0.826,103.574,256947
0.699,0.661,7,-14.05,1,0.0623,0.0187,0.000576,0.19,0.666,119.997,246933
0.883,0.664,4,-10.395,1,0.411,0.225,2.30E-06,0.941,0.8,118.104,250200
0.811,0.913,5,-9.846,0,0.049,0.0162,0.00323,0.0667,0.637,114.114,301533
0.592,0.878,5,-11.461,0,0.0391,0.0921,1.26E-05,0.365,0.764,97.948,310293
0.363,0.849,6,-7.744,1,0.0554,0.0666,0.00517,0.306,0.429,170.627,196227
0.668,0.74,10,-10.409,1,0.0585,0.0502,3.10E-05,0.0563,0.916,116.963,303907
0.797,0.563,6,-14.138,0,0.123,0.119,0.323,0.0969,0.687,108.369,172267
0.713,0.792,8,-9.788,1,0.158,0.0369,0,0.0309,0.68,111.86,261957
0.445,0.922,8,-6.665,1,0.0443,0.0189,0.00244,0.181,0.449,129.502,298160
0.788,0.774,6,-11.399,1,0.111,0.101,0,0.94,0.784,110.491,249836
0.687,0.375,4,-9.601,1,0.0536,0.286,0,0.133,0.45,83.642,210480
0.302,0.819,11,-11.364,0,0.0824,1.84E-05,0.000416,0.0568,0.309,102.048,265907
0.711,0.595,1,-12.99,1,0.036,0.0484,0.0327,0.208,0.836,107.473,292227
0.635,0.832,0,-8.249,0,0.0288,0.0204,0.00027,0.124,0.929,120.07,248067
0.431,0.991,6,-6.347,1,0.119,0.0411,0.135,0.421,0.26,138.983,287907
0.608,0.583,4,-9.727,0,0.0235,0.188,0,0.129,0.714,82.227,223333
0.711,0.951,1,-8.406,1,0.0537,0.00189,0.366,0.0229,0.903,121.656,269307
0.275,0.987,8,-6.263,1,0.174,0.000932,0.0033,0.362,0.239,161.91,318867
0.767,0.774,11,-8.911,0,0.0788,0.0272,0,0.293,0.622,108.014,288973
0.793,0.676,4,-10.332,1,0.281,0.0865,9.59E-06,0.304,0.499,94.002,184027
0.35,0.985,10,-5.676,0,0.122,0.00876,0.551,0.36,0.323,151.007,343640
0.739,0.675,1,-9.194,1,0.0444,0.0545,0.0112,0.0632,0.643,100.054,284345
0.532,0.53,2,-9.648,1,0.0287,0.0514,0,0.136,0.295,157.815,297760
0.672,0.761,0,-9.644,1,0.248,0.0514,0,0.474,0.731,102.192,244733
0.768,0.874,9,-7.303,0,0.034,0.117,0.0628,0.0842,0.839,124.251,316133
0.898,0.381,4,-15.538,0,0.278,0.42,1.99E-05,0.11,0.834,150.154,229640
0.617,0.578,6,-10.632,1,0.0255,0.173,0,0.129,0.518,90.502,260133
0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000
0.644,0.623,6,-9.169,1,0.0521,0.195,0.000266,0.0769,0.821,83.191,297267
0.593,0.479,6,-13.138,0,0.051,0.17,9.72E-06,0.0732,0.652,155.913,307827
0.718,0.524,5,-10.215,0,0.0282,0.0161,6.10E-06,0.195,0.345,132.782,327973
0.83,0.859,7,-9.213,1,0.124,0.000971,0,0.214,0.654,109.321,283307
0.646,0.35,8,-11.539,0,0.0486,0.665,0.000122,0.0472,0.552,80.882,167067
0.262,0.793,11,-8.668,1,0.0646,0.00968,0.08,0.115,0.247,152.447,183973
0.733,0.442,10,-14.498,0,0.37,0.0239,0,0.133,0.86,181.634,205560
0.35,0.974,8,-9.55,1,0.133,0.00146,0.446,0.0378,0.119,98.354,202040
0.651,0.766,0,-9.935,1,0.0299,0.206,0.00103,0.362,0.949,116.74,242107
0.581,0.525,5,-11.357,1,0.029,0.314,2.97E-05,0.131,0.652,119.09,215933
0.812,0.834,6,-7.722,1,0.0375,0.0663,0.000443,0.115,0.817,106.425,196880
0.64,0.425,4,-11.932,1,0.0426,0.643,0,0.168,0.477,131.865,243227
0.716,0.574,11,-11.506,0,0.0412,0.00349,0.000591,0.351,0.597,108.716,210600
0.788,0.745,6,-9.342,1,0.0581,0.249,7.66E-06,0.25,0.688,110.133,303707
0.71,0.624,2,-11.713,1,0.0402,0.144,2.47E-06,0.0453,0.797,120.44,254467
0.506,0.514,2,-10.689,1,0.0284,0.0828,0,0.174,0.24,117.53,269000
0.494,0.495,7,-8.855,1,0.0312,0.184,0,0.127,0.233,126.515,260013
0.682,0.47,7,-12.483,1,0.0361,0.123,0,0.115,0.898,95.988,171067
0.552,0.565,0,-11.78,1,0.0354,0.0785,1.37E-05,0.146,0.755,133.535,229973
0.751,0.849,2,-9.703,1,0.0636,0.014,2.03E-05,0.158,0.776,114.141,235267
0.297,0.0986,4,-17.71,1,0.0324,0.924,0,0.144,0.297,132.121,169200
0.642,0.428,5,-9.258,0,0.0235,0.0765,0,0.0516,0.467,74.845,350320
0.688,0.338,6,-16.415,0,0.0514,0.0975,8.33E-06,0.143,0.481,126.091,254960
0.634,0.188,1,-24.328,0,0.0354,0.509,9.84E-05,0.114,0.556,79.647,256933
0.609,0.57,7,-14.773,1,0.0912,0.223,0,0.366,0.84,172.095,276267
0.707,0.5,9,-15.198,0,0.0387,0.136,0,0.237,0.77,117.997,320360
0.753,0.737,2,-9.485,1,0.113,0.0193,0,0.632,0.365,116.858,284800
0.767,0.825,10,-9.391,0,0.0658,0.0136,0.0343,0.183,0.678,116.195,275773
0.654,0.873,1,-10.818,1,0.0637,0.000977,0.0105,0.152,0.317,118.239,285307
0.723,0.797,6,-11.597,0,0.0592,0.0348,0,0.465,0.63,111.977,350933
0.721,0.726,7,-12.769,1,0.0603,0.00113,0,0.282,0.727,103.045,270960
0.622,0.712,6,-11.585,0,0.0407,0.0183,0.0184,0.403,0.87,119.955,235960
0.858,0.657,2,-11.2,1,0.269,0.0945,0,0.258,0.622,89.988,251867
0.811,0.522,7,-13.943,1,0.35,0.125,6.05E-05,0.3,0.638,160.95,238760
0.886,0.512,10,-11.825,0,0.237,0.207,0,0.0991,0.454,93.997,308733
0.634,0.543,2,-13.521,1,0.0324,0.0169,0.00127,0.315,0.441,121.931,405291
0.587,0.326,6,-11.204,0,0.0242,0.208,1.01E-05,0.133,0.271,90.813,322533
0.683,0.476,3,-9.995,0,0.027,0.243,0,0.0786,0.725,91.989,289200
0.783,0.885,6,-7.747,0,0.0648,0.00531,0.752,0.0435,0.941,92.042,265667
0.595,0.552,4,-10.574,0,0.0375,0.0254,0,0.13,0.647,171.952,308933
0.756,0.91,4,-9.431,0,0.069,0.0299,3.59E-05,0.0273,0.598,107.755,239907
0.755,0.899,1,-6.502,1,0.0363,0.023,0.000353,0.0389,0.748,111.366,288200
0.904,0.512,4,-9.664,1,0.0487,0.00328,0,0.276,0.788,107.886,245693
0.632,0.845,7,-6.336,1,0.0333,0.000773,0.00152,0.0618,0.433,89.232,324560
0.558,0.364,4,-11.258,0,0.0265,0.0505,5.02E-06,0.0753,0.17,142.171,388733
0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331,331573
0.853,0.602,6,-14.649,1,0.265,0.0206,0.0058,0.102,0.592,91.324,238933
0.826,0.658,0,-10.952,1,0.302,0.0759,1.86E-05,0.235,0.571,98.05,243027
0.769,0.675,6,-13.326,1,0.0724,0.000722,0.000149,0.0904,0.803,101.884,252240
0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54E-06,0.298,0.265,105.338,292581
0.36,0.684,4,-6.457,0,0.0308,0.323,0,0.34,0.2,77.15,342653
0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,340907
0.811,0.53,2,-8.537,0,0.0355,0.0067,0.0285,0.0801,0.75,107.853,307000
0.733,0.785,0,-8.249,0,0.0371,0.043,0.00201,0.113,0.601,110.002,304507
0.282,0.656,8,-6.557,1,0.0302,0.0105,0,0.0892,0.242,139.352,251867
0.741,0.752,9,-7.009,0,0.0359,0.0411,0.0012,0.0233,0.942,114.851,248093
0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307
0.436,0.876,10,-4.902,0,0.0647,3.33E-05,0.000104,0.205,0.512,157.044,255080
0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22E-06,0.184,0.198,133.358,223880
0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,301920
0.678,0.656,7,-6.41,1,0.0381,0.00174,0,0.0631,0.485,123.207,257053
0.485,0.841,2,-6.068,0,0.0307,0.000173,0.00686,0.125,0.551,94.867,311000
0.398,0.834,11,-5.786,0,0.0472,0.0298,2.35E-06,0.385,0.389,92.376,241253
0.663,0.712,2,-7.268,1,0.0479,0.524,0,0.0804,0.527,113.439,236520
0.67,0.535,2,-12.657,1,0.0523,0.404,0,0.0858,0.429,113.481,236760
0.916,0.523,3,-9.733,1,0.0521,0.432,1.13E-05,0.0488,0.88,107.564,241360
0.893,0.721,2,-12.266,1,0.305,0.32,0,0.0969,0.801,94.58,260173
0.831,0.921,5,-2.383,0,0.0581,0.153,0.00213,0.305,0.794,108.002,239227
0.534,0.485,9,-8.045,1,0.0467,0.537,1.79E-06,0.104,0.102,80.923,384307
0.943,0.708,10,-4.686,1,0.116,0.025,2.33E-05,0.0846,0.581,112.959,417733
0.831,0.921,5,-2.383,0,0.0581,0.153,0.00213,0.305,0.794,108.002,239227
0.884,0.96,2,-4.613,1,0.0721,0.0487,0.0228,0.271,0.617,116.273,338173
0.518,0.9,9,-3.748,1,0.0933,0.172,0.0315,0.0713,0.872,115.029,254933
0.518,0.9,9,-3.748,1,0.0933,0.172,0.0315,0.0713,0.872,115.029,254933
0.392,0.534,0,-8.793,1,0.0369,0.245,0.00104,0.155,0.325,181.305,276187
0.674,0.659,8,-8.049,1,0.0277,0.00156,0.00765,0.108,0.697,99.768,243587
0.755,0.604,2,-9.84,0,0.0454,0.183,0.0336,0.128,0.491,97.8,235200
0.774,0.81,1,-7.775,1,0.0649,0.0677,0.000701,0.0269,0.526,107.709,257400
0.362,0.933,0,-9.68,1,0.0885,0.244,2.42E-05,0.422,0.198,134.201,212093
0.697,0.608,4,-10.976,0,0.0463,0.0295,0,0.276,0.725,133.879,274533
0.281,0.312,10,-14.576,1,0.033,0.45,1.26E-06,0.0949,0.221,90.143,180800
0.67,0.512,7,-14.62,1,0.0335,7.93E-05,0.0985,0.105,0.965,125.18,250707
0.389,0.476,9,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117,217107
0.754,0.678,7,-8.59,1,0.0551,0.0704,6.53E-06,0.0283,0.855,99.041,274200
0.642,0.422,10,-13.782,0,0.046,0.0393,0.0101,0.107,0.642,185.834,325600
0.609,0.715,1,-10.107,0,0.103,0.0187,0.0575,0.341,0.911,208.209,242893
0.69,0.651,9,-7.86,1,0.101,0.343,9.56E-05,0.178,0.691,79.305,225333
0.666,0.639,8,-8.014,0,0.05,0.0606,0.00269,0.0645,0.427,98.196,285867
0.697,0.544,6,-8.879,1,0.0602,0.00185,0,0.223,0.526,94.303,318933
0.76,0.793,0,-5.528,1,0.0791,0.106,0.000433,0.0517,0.833,95.056,269973
0.694,0.787,2,-9.569,1,0.0363,0.0913,0.0106,0.0562,0.667,111.157,237240
0.656,0.768,11,-4.949,0,0.0593,0.259,4.16E-06,0.0944,0.507,95.067,258093
0.402,0.205,6,-11.232,1,0.038,0.758,0,0.147,0.42,143.994,189027
0.613,0.72,0,-7.957,1,0.0425,0.0132,0,0.104,0.561,117.341,265867
0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573
0.469,0.65,0,-12.823,1,0.0389,0.00593,1.14E-05,0.035,0.606,156.02,233027
0.723,0.57,2,-12.316,1,0.463,0.111,0,0.174,0.918,178.112,229333
0.796,0.735,6,-6.998,0,0.205,0.221,0,0.685,0.806,108.234,223840
0.757,0.652,9,-14.916,0,0.0333,0.214,0.257,0.0903,0.862,124.369,332230
0.711,0.703,2,-10.744,0,0.0523,0.000648,2.33E-06,0.313,0.739,106.698,246560
0.725,0.384,7,-12.64,1,0.0317,0.00569,0.00022,0.158,0.497,121.9,250600
0.558,0.695,11,-7.853,0,0.04,0.165,0.0017,0.216,0.621,169.564,299627
0.808,0.749,7,-13.32,1,0.115,0.0772,0,0.342,0.79,103.753,232773
0.805,0.566,7,-12.604,1,0.177,0.055,0,0.582,0.658,94.65,251373
0.369,0.244,0,-13.133,1,0.0301,0.0996,0.000132,0.584,0.508,171.747,153507
0.552,0.0858,6,-21.025,1,0.0378,0.968,0.0153,0.109,0.364,110.942,173827
0.737,0.89,4,-8.443,1,0.158,0.00556,0.00171,0.0801,0.809,105.848,262800
0.697,0.687,6,-11.111,1,0.379,0.26,4.80E-05,0.403,0.866,90.247,201373
0.794,0.745,9,-11.367,0,0.037,0.271,0.00041,0.143,0.706,124.249,225882
0.67,0.679,6,-10.108,1,0.0439,0.000105,0.267,0.0643,0.563,104.883,321027
0.471,0.797,6,-8.407,0,0.0389,0.000179,6.49E-06,0.299,0.497,152.903,236627
0.706,0.886,10,-6.335,0,0.0463,0.0797,2.07E-05,0.0509,0.914,108.353,291467
0.683,0.751,5,-10.184,1,0.0346,0.0681,8.36E-06,0.248,0.841,103.036,266560
0.341,0.947,5,-8.801,1,0.0508,8.21E-05,0.000692,0.118,0.594,181.062,217907
0.732,0.848,10,-7.035,0,0.0574,0.135,1.36E-06,0.273,0.66,111.308,299863
0.354,0.873,7,-6.016,0,0.0588,0.00107,0,0.207,0.35,129.139,222613
0.646,0.699,9,-8.122,0,0.0669,0.0397,3.15E-05,0.154,0.53,91.44,323133
0.794,0.785,11,-9.939,0,0.0729,0.012,0.0384,0.208,0.581,106.278,260400
0.766,0.519,0,-11.411,1,0.0288,0.194,2.47E-05,0.292,0.856,118.199,261640
0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75E-05,0.359,0.514,136.205,215160
0.726,0.802,11,-7.392,0,0.0708,0.0133,0,0.0924,0.624,107.056,270280
0.67,0.518,4,-8.887,1,0.0443,0.132,0,0.108,0.53,71.017,304733
0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120
0.316,0.484,9,-9.11,0,0.0308,0.000334,0.00445,0.0912,0.299,117.363,269907
0.789,0.826,9,-11.275,0,0.0582,0.0701,0.0252,0.0751,0.753,110.943,308573
0.693,0.714,6,-11.164,1,0.0327,0.122,0.000194,0.167,0.588,106.74,263000
0.813,0.771,1,-8.067,1,0.0902,0.00878,0.0118,0.193,0.787,110.947,235933
0.674,0.707,10,-10.799,0,0.0343,0.00265,0.00214,0.352,0.712,104.854,336560
0.744,0.851,10,-10.108,0,0.049,0.0267,0.00738,0.0989,0.626,105.882,293600
0.701,0.697,10,-12.643,0,0.0912,0.000888,0.485,0.301,0.617,108.554,256427
0.749,0.745,2,-10.625,1,0.164,0.000501,0.00403,0.333,0.481,101.972,195107
0.789,0.753,11,-11.275,0,0.274,0.00132,5.71E-06,0.924,0.622,135.65,204573
0.816,0.653,1,-10.26,0,0.192,0.0263,1.02E-06,0.318,0.655,99.879,272707
0.496,0.298,9,-10.175,0,0.0405,0.306,1.72E-06,0.0875,0.705,203.824,235707
0.579,0.928,0,-6.029,1,0.0366,0.0243,0.000127,0.192,0.786,118.84,213848
0.564,0.888,5,-6.763,1,0.0325,0.0109,6.68E-05,0.177,0.526,91.989,295957
0.389,0.916,2,-6.481,1,0.0513,0.0408,0,0.28,0.582,205.733,255624
0.497,0.726,4,-8.335,1,0.0272,0.0489,8.99E-06,0.049,0.735,136.792,324027
0.755,0.459,5,-12.84,0,0.358,0.115,0,0.0851,0.597,98.454,221400
0.653,0.766,0,-8.078,1,0.0261,0.000464,0.00206,0.103,0.396,125.113,251947
0.546,0.864,7,-7.632,1,0.0393,0.0908,0.00814,0.277,0.863,145.652,137240
0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,214400
0.759,0.822,5,-7.268,0,0.0367,0.00136,0.0167,0.131,0.94,124.713,240933
0.638,0.707,4,-12.232,0,0.134,0.211,0.00243,0.349,0.509,89.111,235800
0.761,0.687,7,-6.185,1,0.131,0.00469,0.00532,0.245,0.316,95.089,173427
0.69,0.38,9,-12.845,1,0.0609,0.000168,0.000533,0.136,0.305,201.697,304280
0.331,0.55,9,-6.112,1,0.0311,0.309,0.1,0.0875,0.228,138.071,224160
0.71,0.749,8,-10.485,1,0.0496,0.0723,1.76E-05,0.0519,0.819,103.852,301627
0.756,0.593,1,-11.564,1,0.0359,0.00315,8.99E-06,0.102,0.64,104.129,333107
0.706,0.71,2,-11.686,0,0.0292,0.014,0.15,0.0886,0.961,102.065,271600
0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733
0.854,0.71,4,-6.32,0,0.0793,0.0113,8.72E-05,0.166,0.818,106.894,214947
0.904,0.606,1,-6.122,1,0.286,0.296,0.000197,0.236,0.211,100.195,219107
0.902,0.524,8,-8.394,1,0.109,0.00177,1.33E-05,0.0854,0.553,92.986,219200
0.827,0.619,1,-10.173,0,0.11,0.00365,0.011,0.337,0.73,111.083,216320
0.827,0.676,7,-9.735,1,0.262,0.0257,4.80E-06,0.079,0.792,97.835,182160
0.779,0.746,11,-7.81,0,0.0485,0.0812,0.0125,0.0726,0.794,105.061,299800
0.609,0.905,0,-6.792,0,0.0307,0.0104,0,0.409,0.878,121.434,211800
0.816,0.765,1,-6.542,0,0.0383,0.0272,2.01E-05,0.0352,0.824,111.747,310493
0.695,0.336,9,-12.999,1,0.0313,0.8,0.00264,0.701,0.422,79.109,280000
0.651,0.746,2,-9.24,1,0.0371,0.00584,0.000284,0.034,0.567,90.171,301707
0.518,0.807,1,-6.68,1,0.057,0.00768,0,0.271,0.781,199.979,275160
0.756,0.365,1,-14.252,0,0.348,0.151,0.000338,0.222,0.64,159.882,357440
0.774,0.485,1,-10.955,1,0.319,0.00557,2.31E-06,0.107,0.392,156.001,219267
0.76,0.612,4,-9.104,1,0.069,0.0372,0.00207,0.0744,0.592,110.36,245893
0.697,0.854,11,-9.513,0,0.0797,0.102,0.0125,0.07,0.669,105.484,278173
0.735,0.752,1,-10.688,1,0.0291,0.123,0.0272,0.242,0.921,108.093,261360
0.693,0.533,2,-10.954,0,0.0402,0.107,0,0.0695,0.568,127.661,291907
0.72,0.766,9,-8.713,1,0.0505,0.0106,0.018,0.0842,0.693,107.101,199440
0.896,0.578,7,-11.903,1,0.264,0.0103,0.000453,0.103,0.364,102.001,228707
0.621,0.583,1,-10.127,0,0.0345,0.0116,0,0.115,0.452,137.534,317360
0.457,0.779,7,-6.323,1,0.257,0.0185,2.04E-06,0.0247,0.734,86.573,313667
0.309,0.596,5,-5.599,1,0.0293,0.101,0,0.21,0.161,164.587,394400
0.831,0.915,10,-7.501,0,0.128,0.147,0.00571,0.196,0.881,102.979,216373
0.731,0.707,0,-9.79,0,0.0769,0.0596,0.00654,0.264,0.838,200.306,271400
0.54,0.401,0,-10.499,1,0.0364,0.576,0,0.164,0.24,152.974,289160
0.785,0.793,1,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902,310600
0.783,0.865,10,-5.542,0,0.309,0.0912,1.85E-06,0.619,0.769,90.163,261027
0.763,0.76,4,-7.975,0,0.259,0.0762,0,0.26,0.599,87.095,301840
0.759,0.756,4,-8.145,0,0.266,0.0903,2.36E-06,0.265,0.613,87.059,303493
0.697,0.874,0,-5.979,1,0.0356,0.0469,0.0177,0.0817,0.576,121.225,238747
0.397,0.499,2,-10.972,1,0.0685,0.0766,1.55E-06,0.111,0.367,171.067,327400
0.728,0.615,4,-8.888,0,0.283,0.0194,1.12E-06,0.0768,0.523,82.976,277707
0.331,0.965,3,-2.918,1,0.143,0.000112,9.85E-05,0.312,0.342,176.988,158360
0.456,0.826,8,-7.611,1,0.0268,3.35E-05,0.57,0.0548,0.415,82.539,201173
0.263,0.648,6,-6.843,1,0.0496,0.485,0.000152,0.137,0.24,69.404,261400
0.726,0.398,4,-12.767,0,0.241,0.213,0.155,0.127,0.536,91.599,255200
0.308,0.996,10,-3.356,0,0.0817,0.00319,0.000283,0.356,0.375,181.331,191827
0.49,0.763,8,-3.802,1,0.108,0.0114,0,0.138,0.632,79.015,301400
0.56,0.184,5,-19.301,1,0.0612,0.654,8.46E-05,0.142,0.31,100.596,220040
0.855,0.52,7,-12.07,1,0.268,0.184,0,0.114,0.402,92.451,264760
0.676,0.996,9,-7.946,0,0.0397,0.0478,0.262,0.333,0.4,132.871,336840
0.377,0.315,1,-12.641,1,0.0616,0.631,0,0.946,0.27,125.998,373627
0.713,0.754,6,-5.277,1,0.0271,0.0298,0,0.136,0.564,120.079,381733
0.769,0.691,4,-4.59,0,0.0563,0.00197,0,0.298,0.681,96.792,280600
0.685,0.686,7,-6.311,1,0.292,0.0036,0,0.0959,0.682,94.188,338813
0.817,0.685,1,-9.094,1,0.0705,0.0101,0.000776,0.0598,0.728,105.574,261800
0.876,0.657,10,-11.17,0,0.169,0.0171,0.00188,0.217,0.595,88.966,220040
0.652,0.814,1,-4.901,1,0.31,0.164,0,0.36,0.788,91.888,275893
0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695,211493
0.796,0.838,1,-4.646,1,0.0385,0.00245,0.0897,0.157,0.388,115.577,312800
0.517,0.97,8,-2.932,1,0.0853,0.00559,0.0343,0.0581,0.601,134.336,234907
0.697,0.943,2,-4.954,1,0.175,0.00269,0,0.0773,0.754,99.468,212853
0.717,0.634,5,-7.736,0,0.036,0.115,0,0.0782,0.896,178.064,273933
0.466,0.991,8,-3.272,1,0.142,0.00551,0.174,0.354,0.205,137.595,248493
0.692,0.766,6,-7.819,0,0.286,0.3,0,0.0445,0.707,191.826,253013
0.457,0.909,0,-9.451,1,0.0317,0.0016,0.000276,0.135,0.755,115.998,156667
0.688,0.719,11,-6.038,1,0.0582,0.0363,1.29E-06,0.297,0.653,97.75,287867
0.47,0.83,9,-5.35,1,0.115,0.00474,0,0.339,0.587,90.967,218187
0.89,0.716,1,-9.673,1,0.296,0.174,0.000589,0.0657,0.656,99.988,247400
0.315,0.946,10,-4.151,0,0.0646,0.000147,0.506,0.334,0.402,119.207,305800
0.34,0.984,1,-2.533,1,0.0938,0.000249,0,0.331,0.613,187.766,87000
0.873,0.721,11,-9.774,0,0.0448,0.113,0,0.27,0.81,106.725,241467
0.668,0.909,9,-9.925,0,0.0397,0.000705,0.0448,0.235,0.541,132.865,321427
0.753,0.514,7,-12.235,1,0.26,0.0612,0,0.292,0.563,166.015,287600
0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373
0.507,0.709,9,-6.751,0,0.0484,0.133,0,0.447,0.36,135.813,271673
0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98E-05,0.515,0.692,96.814,246320
0.608,0.569,6,-5.835,0,0.0283,0.123,0,0.151,0.346,72.076,314538
0.329,0.646,7,-6.962,1,0.0283,0.0093,0.00469,0.101,0.471,173.974,276132
0.805,0.653,8,-11.251,0,0.185,0.138,0,0.1,0.257,100.349,270067
0.58,0.814,0,-6.582,1,0.0363,0.173,1.80E-06,0.246,0.722,141.606,272507
0.392,0.213,9,-12.494,1,0.0415,0.903,1.01E-06,0.12,0.312,100.518,203507
0.458,0.957,8,-3.82,1,0.0569,7.90E-05,0.879,0.363,0.325,97.919,344040
0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240
0.857,0.635,10,-9.532,0,0.198,0.0355,0.00345,0.13,0.53,96.589,271067
0.726,0.501,1,-13.884,0,0.154,0.155,0,0.0893,0.582,128.099,330945
0.59,0.672,1,-11.792,1,0.412,0.125,1.04E-06,0.147,0.688,206.247,286440
0.542,0.793,8,-8.203,1,0.053,0.0423,3.95E-06,0.0814,0.708,173.931,256520
0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12E-05,0.14,0.401,140.124,340200
0.846,0.42,10,-13.927,0,0.117,0.152,1.76E-05,0.251,0.633,96.194,259000
0.634,0.734,8,-7.014,0,0.414,0.156,0,0.45,0.58,86.066,262507
0.862,0.642,6,-13.652,0,0.101,0.102,0,0.272,0.765,99.201,267267
0.464,0.94,0,-8.06,1,0.0457,0.000184,0.11,0.988,0.346,146.595,289267
0.329,0.565,0,-13.103,1,0.0335,0.0614,1.97E-05,0.126,0.166,108.875,211067
0.633,0.633,9,-9.331,0,0.03,0.0078,0.00168,0.169,0.732,113.889,141587
0.428,0.436,4,-11.754,0,0.0313,0.264,4.02E-05,0.11,0.159,117.649,196107
0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560
0.554,0.582,4,-12.307,0,0.0314,0.109,0.0118,0.0805,0.637,105.497,171840
0.654,0.243,0,-15.379,1,0.0253,0.343,0.000148,0.142,0.675,97.064,136200
0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87E-05,0.14,0.204,94.845,274707
0.661,0.847,7,-11.855,1,0.0349,0.225,0.835,0.0863,0.71,125.862,253573
0.811,0.502,10,-12.377,0,0.239,0.0778,0.00952,0.374,0.759,137.81,324333
0.748,0.706,1,-9.959,1,0.275,0.336,1.01E-06,0.437,0.663,80.884,244493
0.753,0.663,6,-9.969,0,0.327,0.0407,0,0.0541,0.853,165.549,224333
0.855,0.698,2,-9,1,0.331,0.175,0,0.651,0.533,92.888,496133
0.575,0.727,2,-9.539,1,0.0281,0.00952,0.00754,0.054,0.504,97.995,270533
0.883,0.497,1,-13.131,1,0.299,0.386,0.00287,0.107,0.544,82.973,266200
0.8,0.581,4,-12.469,1,0.352,0.397,0.00488,0.18,0.794,166.043,257267
0.814,0.648,10,-9.489,0,0.469,0.113,4.96E-06,0.766,0.729,80.788,279307
0.619,0.67,11,-10.319,0,0.0353,0.00165,0.0109,0.331,0.777,129.267,211933
0.776,0.647,4,-9.77,0,0.299,0.144,7.43E-05,0.0567,0.649,85.623,183840
