danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.747,0.57,1,-6.711,1,0.081,0.0642,0,0.0832,0.65,133.992,200890
0.68,0.883,11,-3.862,0,0.103,0.284,0,0.14,0.834,101.983,200566
0.596,0.704,2,-6.823,1,0.0787,0.0116,0,0.623,0.539,100.031,182787
0.578,0.696,0,-4.302,0,0.0317,0.382,0,0.212,0.519,104.991,236139
0.457,0.612,4,-6.765,0,0.156,0.233,0,0.117,0.495,160.097,165000
0.434,0.843,0,-5.321,1,0.0544,0.0609,0,0.204,0.451,150.129,178733
0.416,0.824,1,-3.075,1,0.343,0.00391,0,0.104,0.417,85.433,382262
0.746,0.527,1,-6.93,1,0.259,0.00388,0,0.296,0.392,131.792,132987
0.707,0.522,4,-7.033,1,0.204,0.341,0.0641,0.0771,0.638,168.028,213253
0.34,0.923,0,-3.864,0,0.131,0.00814,0.000829,0.385,0.13,127.789,245784
0.74,0.242,2,-9.003,1,0.0472,0.736,0.00156,0.0972,0.331,131.987,199904
0.826,0.365,1,-7.024,1,0.0412,0.849,3.80E-06,0.186,0.802,85.244,239324
0.7,0.316,4,-10.26,1,0.0384,0.562,0.00429,0.116,0.55,72.936,187242
0.557,0.369,11,-11.368,0,0.246,0.633,0.0509,0.0916,0.397,76.94,228070
0.583,0.923,0,-4.361,1,0.0826,0.00252,0.347,0.404,0.38,128.013,195469
0.771,0.726,3,-5.942,1,0.129,0.067,0,0.39,0.627,110.981,156682
0.87,0.546,7,-10.645,0,0.0495,0.739,0.316,0.111,0.208,120.068,246852
0.765,0.495,8,-6.267,1,0.0421,0.711,0.00555,0.106,0.562,76.013,273507
0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133,207095
0.599,0.509,10,-5.895,1,0.148,0.0446,0.00367,0.146,0.04,134.966,199046
0.336,0.727,6,-4.491,1,0.0371,0.00977,8.28E-05,0.553,0.0744,127.854,183750
0.505,0.267,9,-7.372,1,0.0386,0.793,0,0.154,0.236,127.769,210352
0.491,0.748,4,-2.981,0,0.0362,0.00253,0.821,0.107,0.594,152.974,207707
0.434,0.668,11,-4.808,0,0.0359,0.0311,0,0.497,0.281,129.803,202154
0.631,0.715,1,-6.083,0,0.0277,0.0299,0,0.121,0.42,135.826,176880
0.465,0.522,7,-9.953,1,0.0636,0.599,1.46E-05,0.0756,0.0907,139.967,274429
0.886,0.316,1,-8.683,1,0.0677,0.0987,0.0166,0.108,0.0389,135.006,142222
0.879,0.591,1,-6.194,1,0.149,0.431,0.118,0.123,0.0748,134.99,142222
0.51,0.827,2,-6.013,1,0.0419,0.00708,7.27E-05,0.191,0.338,92.92,245933
0.355,0.875,7,-5.067,1,0.0572,1.91E-05,2.52E-06,0.0613,0.436,175.156,276979
0.595,0.433,1,-9.739,1,0.029,0.83,0.677,0.12,0.465,107.956,112973
0.751,0.775,11,-3.869,0,0.0777,0.174,4.24E-05,0.143,0.373,115.99,178865
0.643,0.664,1,-6.719,1,0.287,0.465,7.87E-05,0.138,0.26,91.727,176573
0.693,0.851,11,-5.751,1,0.0356,0.0365,0.837,0.0878,0.579,124.003,342339
0.833,0.646,10,-8.015,0,0.0361,0.458,0.387,0.0845,0.295,115.005,152348
0.902,0.621,9,-5.315,1,0.199,0.0841,0,0.138,0.497,114.007,236300
0.538,0.67,3,-7.071,0,0.404,0.119,0,0.423,0.674,76.698,217649
0.852,0.568,1,-9.202,0,0.344,0.183,0,0.0993,0.504,81.526,180935
0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97,175961
0.857,0.353,1,-6.146,1,0.077,0.374,0,0.133,0.0749,123.091,115122
0.597,0.721,5,-6.559,1,0.0346,0.25,0.105,0.426,0.419,79.064,226711
0.839,0.563,2,-7.023,1,0.162,0.279,0,0.111,0.136,140.036,137143
0.468,0.819,8,-3.855,0,0.0459,1.65E-05,4.51E-06,0.0715,0.465,92.009,222733
0.778,0.948,9,-5.681,1,0.0832,0.0147,0.383,0.0741,0.87,116.987,192308
0.642,0.608,9,-7.514,1,0.0357,0.12,0.000118,0.103,0.303,97.017,208960
0.834,0.421,7,-6.655,0,0.124,0.177,1.41E-05,0.159,0.093,130.03,162462
0.516,0.924,11,-6.116,0,0.0816,0.0002,1.11E-06,0.125,0.536,89.973,221848
0.664,0.953,9,-3.794,1,0.249,0.00961,0.00665,0.263,0.21,125.679,285860
0.62,0.866,6,-5.97,0,0.0353,0.00482,0.018,0.34,0.0772,121.963,242582
0.612,0.951,0,-3.351,1,0.0572,0.0702,0.000112,0.0647,0.657,125.991,179130
0.671,0.666,10,-7.794,0,0.0452,0.186,0.000328,0.429,0.33,104.999,160000
0.699,0.489,1,-9.461,0,0.0388,0.365,4.20E-05,0.132,0.0739,134.017,214925
0.758,0.534,7,-7.368,0,0.287,0.402,0,0.0917,0.719,132.94,236218
0.663,0.727,5,-5.606,1,0.372,0.00379,0.0113,0.734,0.34,126.173,257256
0.919,0.622,1,-7.384,1,0.0997,0.228,4.24E-06,0.122,0.424,140.022,205803
0.533,0.824,5,-4.2,1,0.101,0.232,5.19E-06,0.269,0.389,155.07,217010
0.497,0.701,7,-6.834,1,0.119,0.000568,0.000287,0.352,0.18,76.918,229531
0.844,0.513,1,-8.769,1,0.335,0.178,0,0.0845,0.344,128.085,244941
0.539,0.715,9,-3.809,0,0.0377,0.289,0,0.348,0.496,128.073,191611
0.82,0.57,0,-6.163,1,0.0361,0.474,0.000347,0.109,0.0971,133.908,157612
0.84,0.4,5,-11.807,0,0.0516,0.698,0.00143,0.116,0.381,124.009,154947
0.498,0.798,3,-4.637,1,0.0902,0.0992,3.47E-06,0.119,0.369,138.058,284493
0.557,0.68,9,-4.857,0,0.0436,0.225,0,0.574,0.306,128.002,175312
0.611,0.737,0,-5.154,0,0.0476,0.0145,0,0.107,0.574,124.169,200318
0.777,0.533,8,-8.237,1,0.158,0.644,0,0.0894,0.455,89.976,178502
0.759,0.912,1,-3.196,1,0.14,0.00184,0.0149,0.0227,0.581,145.026,151619
0.761,0.426,10,-11.968,0,0.334,0.0692,0,0.133,0.141,155.001,200377
0.537,0.347,4,-10.245,1,0.0303,0.444,0.00343,0.111,0.0968,110.011,275013
0.79,0.675,11,-6.952,0,0.319,0.166,1.36E-05,0.103,0.363,90.961,256198
0.74,0.934,7,-2.15,0,0.164,0.00207,0.0964,0.323,0.617,128.096,183950
0.649,0.38,4,-12.245,0,0.257,0.498,0.011,0.0997,0.412,120.112,161442
0.876,0.662,2,-6.482,0,0.426,0.0608,0,0.127,0.844,75.445,163320
0.552,0.858,0,-3.942,1,0.0386,0.000735,7.55E-06,0.178,0.69,126.961,206027
0.852,0.73,1,-5.803,1,0.0579,0.0219,0,0.336,0.394,92.506,157693
0.493,0.414,6,-9.372,0,0.0258,0.0319,0.00134,0.0878,0.426,133.65,230007
0.639,0.9,6,-4.803,0,0.0627,0.00872,0.00936,0.108,0.737,126.012,167624
0.585,0.625,5,-5.94,1,0.109,0.0146,1.80E-06,0.131,0.28,68.68,185863
0.441,0.705,11,-4.881,0,0.0638,0.107,0.000893,0.103,0.225,127.822,262515
0.776,0.568,0,-6.419,0,0.125,0.0204,1.69E-05,0.078,0.749,150.901,194526
0.516,0.72,6,-4.738,0,0.0356,0.000242,3.32E-06,0.12,0.366,100.584,219400
0.692,0.724,7,-6.669,0,0.0294,0.0277,0.000861,0.0852,0.534,125.974,196516
0.66,0.419,3,-9.859,1,0.0457,0.197,0,0.117,0.208,110.021,213542
0.532,0.935,2,-5.102,1,0.129,0.0001,0,0.0989,0.325,131.997,253446
0.394,0.505,7,-7.638,1,0.0473,0.312,0,0.268,0.255,109.446,186681
0.827,0.553,1,-5.296,1,0.032,0.0227,1.52E-05,0.176,0.0631,110.015,236120
0.63,0.561,0,-4.906,1,0.0369,0.0977,0.00023,0.058,0.492,90.932,192571
0.747,0.354,9,-11.141,1,0.105,0.0142,0.000102,0.102,0.236,81.099,204905
0.746,0.657,9,-7.9,0,0.0464,0.12,0.00541,0.122,0.718,125.959,204000
0.649,0.453,6,-7.28,1,0.085,0.627,0,0.116,0.431,99.183,181891
0.489,0.796,3,-7.567,1,0.234,0.0122,9.45E-06,0.148,0.63,88.923,162809
0.793,0.399,7,-7.428,1,0.0951,0.12,0,0.124,0.0379,121.949,226600
0.621,0.762,5,-6.376,1,0.0328,0.106,2.71E-06,0.302,0.395,95.014,218936
0.668,0.653,0,-6.361,1,0.0972,0.0123,0.00323,0.269,0.49,119.926,219735
0.552,0.93,7,-3.467,1,0.0355,0.000579,0.81,0.107,0.625,114.981,279677
0.823,0.558,9,-7.119,1,0.0278,0.397,2.03E-05,0.0821,0.674,155.974,175707
0.76,0.432,7,-7.625,1,0.0748,0.00306,0.808,0.0981,0.565,123.01,366313
0.65,0.833,1,-4.672,1,0.0359,0.0803,0,0.0833,0.725,123.976,189052
0.788,0.431,5,-8.097,0,0.0278,0.623,0.536,0.151,0.719,96.063,170710
0.808,0.94,10,-5.839,0,0.204,0.00159,0.6,0.0994,0.364,125.04,174735
0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.353,0.607,130.089,183027
0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,166101
0.53,0.411,2,-6.422,1,0.0328,0.589,0,0.106,0.193,103.409,213962
0.754,0.653,7,-5.095,1,0.0611,0.0944,0,0.383,0.379,123.084,179746
0.748,0.617,1,-8.348,0,0.135,0.217,0,0.116,0.487,173,127630
0.611,0.415,5,-11.024,1,0.0335,0.742,0.0609,0.363,0.542,171.882,206333
0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347
0.805,0.722,6,-6.781,0,0.0439,0.00239,0,0.2,0.526,95.009,177474
0.768,0.808,5,-1.818,1,0.112,0.00627,5.33E-06,0.343,0.664,119.971,166000
0.745,0.561,0,-4.869,1,0.0807,0.0758,0,0.133,0.449,77.557,248431
0.774,0.474,1,-8.953,1,0.29,0.134,1.49E-05,0.233,0.0893,85.016,117176
0.759,0.66,4,-7.536,0,0.45,0.000624,0,0.0953,0.231,89.985,154897
0.685,0.692,2,-5.122,1,0.0457,0.328,0,0.153,0.578,159.966,240051
0.446,0.928,0,-6.482,0,0.0907,0.00752,1.90E-05,0.506,0.239,127.012,230551
0.738,0.619,4,-7.991,1,0.0643,0.471,0.00112,0.222,0.575,94.986,200547
0.812,0.496,9,-5.969,0,0.297,0.271,0,0.0955,0.55,109.979,241293
0.699,0.687,7,-3.997,0,0.106,0.308,3.63E-05,0.121,0.499,88.932,189977
0.547,0.855,5,-5.937,0,0.0677,0.0125,0.635,0.536,0.352,155.027,178219
0.761,0.617,7,-12.175,0,0.0732,0.646,0.836,0.16,0.412,120.008,322303
0.684,0.95,1,-2.588,0,0.0809,0.0207,1.25E-06,0.105,0.436,125.974,156168
0.494,0.867,7,-4.534,1,0.0857,0.0431,5.45E-06,0.109,0.265,144.91,218690
0.773,0.598,0,-5.876,1,0.0433,0.0176,0.00133,0.215,0.797,100.02,221722
0.691,0.759,1,-5.125,0,0.023,0.068,0,0.0894,0.703,98.005,213138
0.717,0.741,10,-6.645,0,0.053,0.155,0,0.133,0.188,105.997,186062
0.638,0.882,5,-3.243,0,0.0564,0.0371,0.00246,0.188,0.118,128.059,202505
0.466,0.744,9,-5.04,0,0.0502,0.467,4.76E-06,0.233,0.192,75.091,206400
0.689,0.956,5,-3.837,0,0.101,0.0663,0.176,0.393,0.401,128.088,164062
0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,159404
0.667,0.302,4,-11.633,0,0.0377,0.198,1.18E-05,0.101,0.239,81.966,214381
0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681
0.908,0.517,1,-6.063,1,0.129,0.0361,1.73E-06,0.0949,0.471,136.019,113013
0.817,0.312,7,-6.649,1,0.206,0.419,2.91E-06,0.0556,0.456,112.11,258750
0.515,0.997,5,-1.959,1,0.112,0.00067,3.07E-06,0.373,0.461,104.019,196587
0.821,0.448,9,-4.33,1,0.0468,0.296,3.26E-06,0.0683,0.45,105.006,170364
0.583,0.952,5,-6.113,0,0.0568,0.00141,0.00204,0.324,0.119,138.003,172174
0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000
0.746,0.55,2,-9.68,1,0.0598,0.0311,0,0.126,0.522,97.018,183840
0.548,0.79,0,-3.536,0,0.0349,0.451,0,0.133,0.435,149.991,204350
0.797,0.64,11,-6.272,0,0.194,0.148,0,0.209,0.486,100.002,170053
0.603,0.899,11,-3.688,0,0.0389,0.0896,0.0585,0.216,0.194,127.987,234928
0.78,0.643,1,-4.154,1,0.121,0.0381,0,0.115,0.211,169.995,150041
0.472,0.881,6,-6.182,1,0.0491,0.0081,0.111,0.366,0.24,127.014,288189
0.596,0.87,10,-6.187,0,0.115,0.00155,3.53E-06,0.322,0.68,141.906,238341
0.734,0.862,4,-2.793,0,0.115,0.271,0,0.0681,0.791,123.009,182660
0.498,0.726,7,-5.7,0,0.175,0.0732,0,0.113,0.315,125.128,211920
0.796,0.497,4,-6.802,0,0.0464,0.183,0.000726,0.378,0.348,125.972,133662
0.605,0.854,11,-4.128,0,0.0488,0.0673,0,0.54,0.165,124.024,214641
0.966,0.563,8,-5.764,1,0.0618,0.00202,0,0.105,0.363,104.991,173926
0.779,0.756,8,-4.669,1,0.0887,0.215,2.48E-06,0.333,0.795,125.988,208571
0.558,0.793,1,-6.861,0,0.0374,0.000641,2.93E-05,0.731,0.457,75.999,144547
0.706,0.842,2,-5.479,1,0.0501,0.126,0.00694,0.248,0.927,128.001,199521
0.797,0.543,11,-5.744,1,0.0439,0.0202,0,0.0726,0.164,115.036,222621
0.843,0.858,1,-3.783,1,0.138,0.0192,0.551,0.0632,0.846,124.046,201784
0.377,0.92,4,-4.095,1,0.148,0.000101,0,0.119,0.475,194.969,204802
0.74,0.802,2,-3.967,1,0.0531,0.0112,0.000385,0.187,0.502,123.987,165998
0.518,0.63,6,-5.968,0,0.199,0.00997,0,0.101,0.576,195.958,183920
0.696,0.907,0,-4.157,0,0.073,0.0191,1.23E-05,0.124,0.466,125.932,186667
0.626,0.475,8,-8.086,1,0.0666,0.124,0,0.092,0.424,84.035,177851
0.74,0.543,7,-7.201,1,0.108,0.09,0,0.135,0.46,157.987,164544
0.609,0.523,1,-12.649,1,0.0796,0.00959,0.000155,0.15,0.342,127.977,181875
0.529,0.698,8,-6.87,1,0.0456,0.2,0,0.185,0.357,142.012,152120
0.571,0.94,1,-3.638,1,0.092,0.0115,0.0128,0.583,0.537,149.924,252800
0.32,0.579,7,-5.425,1,0.043,0.0582,0,0.115,0.13,79.653,248250
0.518,0.729,11,-7.193,0,0.0452,0.183,0,0.0643,0.343,156.879,240013
0.897,0.784,1,-4.276,1,0.248,0.0259,0.436,0.146,0.557,125.963,192148
0.481,0.729,5,-4.351,0,0.0365,0.00833,0,0.103,0.297,91.985,204783
0.784,0.595,2,-6.816,1,0.0413,0.00476,0.00727,0.059,0.183,124.019,236287
0.499,0.872,5,-4.58,1,0.102,0.0561,0,0.106,0.25,146.888,188147
0.31,0.741,6,-5.137,1,0.0366,0.000406,9.75E-05,0.107,0.289,120.065,217333
0.656,0.773,6,-8.339,1,0.0866,0.528,0.065,0.0856,0.106,132.039,218182
0.377,0.566,11,-6.173,1,0.044,0.134,0,0.135,0.222,154.875,365419
0.517,0.58,1,-5.501,0,0.0997,0.654,0,0.62,0.649,171.505,205120
0.46,0.8,1,-3.584,1,0.05,0.289,6.16E-06,0.121,0.553,102.46,220396
0.452,0.916,1,-3.17,1,0.0478,0.000308,0.000391,0.118,0.592,90.995,205091
0.652,0.833,10,-4.898,1,0.0392,0.00191,0.000536,0.122,0.231,116.043,245240
0.672,0.279,7,-9.237,0,0.0421,0.402,0.000125,0.0946,0.478,133.625,251886
0.665,0.292,2,-11.991,0,0.186,0.301,3.01E-06,0.0687,0.272,74.815,224299
0.628,0.673,1,-5.943,1,0.0406,0.0193,0,0.0858,0.57,149.955,196480
0.441,0.66,5,-3.335,1,0.0508,0.0265,0,0.351,0.765,177.718,143361
0.688,0.596,0,-7.278,1,0.0314,0.419,0,0.104,0.853,139.024,170026
0.643,0.959,2,-4.332,1,0.226,0.00658,0.244,0.293,0.154,128.036,152337
0.782,0.438,4,-9.443,1,0.0312,0.45,3.69E-06,0.168,0.561,100.037,207800
0.551,0.463,11,-9.683,1,0.0391,0.679,1.30E-06,0.14,0.186,80.922,221707
0.557,0.793,1,-3.923,1,0.0424,0.00594,3.62E-05,0.0853,0.326,130.029,165346
0.8,0.653,5,-4.029,0,0.0731,0.169,0,0.344,0.729,124.077,189556
0.617,0.953,2,-4.162,1,0.0693,0.119,0,0.331,0.594,154.964,192200
0.509,0.933,11,-4.591,0,0.0547,0.00147,0.00345,0.352,0.58,157.971,200410
0.355,0.925,11,-3.897,0,0.14,0.00117,0,0.108,0.306,169.968,225811
0.758,0.947,6,-3.041,1,0.0468,0.0171,0.562,0.114,0.427,126.013,149325
0.688,0.913,7,-3.726,1,0.0434,0.0223,1.08E-05,0.27,0.534,128.006,195463
0.804,0.681,11,-10.055,1,0.0855,4.61E-05,0.847,0.0387,0.808,124.996,205920
0.669,0.511,1,-5.499,1,0.101,0.0508,0.00483,0.0982,0.406,76.016,198413
0.634,0.706,7,-7.139,1,0.0814,0.318,0,0.246,0.214,139.985,144043
0.789,0.774,2,-4.415,1,0.0614,0.609,0.00122,0.298,0.488,100.077,201547
0.901,0.676,2,-7.033,1,0.251,0.0646,0,0.0863,0.452,85.018,148278
0.639,0.914,10,-7.189,0,0.0394,0.277,0.802,0.0382,0.966,94.823,208853
0.76,0.842,6,-5.558,1,0.131,0.0677,0.000123,0.313,0.882,102.987,163509
0.794,0.525,1,-6.582,1,0.161,0.198,3.68E-06,0.124,0.265,160.119,196320
0.775,0.867,4,-7.388,0,0.204,0.0158,0.0117,0.0355,0.565,128.956,273229
0.768,0.406,4,-8.578,0,0.0747,0.49,6.68E-06,0.105,0.513,87.984,186642
0.806,0.289,1,-9.853,0,0.0389,0.609,0,0.105,0.457,89.958,157334
0.654,0.587,4,-8.463,0,0.0329,0.648,0.138,0.097,0.693,71.977,257693
0.86,0.363,11,-9.306,0,0.0755,0.178,0.00109,0.101,0.244,120.033,170005
0.633,0.832,10,-6.572,0,0.0387,0.0134,0.000164,0.116,0.198,109.983,194119
0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,291796
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088
0.744,0.726,1,-4.675,1,0.0463,0.0399,0,0.374,0.687,121.985,192507
0.766,0.994,11,-2.405,0,0.0617,0.00271,0.744,0.667,0.76,128.033,232500
0.66,0.546,5,-6.329,0,0.0296,0.012,2.84E-06,0.0906,0.203,139.935,242267
0.833,0.807,8,-4.187,1,0.0552,0.00722,0.0644,0.119,0.926,115.954,137183
0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652
0.689,0.875,11,-5.38,0,0.0645,0.176,0,0.24,0.566,125.941,188571
0.735,0.787,6,-6.166,0,0.061,0.0419,0,0.136,0.469,124.004,196640
0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371
0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889
0.529,0.307,9,-8.24,1,0.0335,0.851,0,0.104,0.439,139.785,228960
0.153,0.138,6,-21.877,0,0.0503,0.837,0.55,0.254,0.0503,74.318,119410
0.514,0.496,10,-6.554,0,0.226,0.688,0.00675,0.168,0.481,95.512,193253
0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953
0.744,0.726,1,-4.675,1,0.0463,0.0399,0,0.374,0.687,121.985,192507
0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725
0.55,0.962,1,-5.264,1,0.068,0.000112,0.000666,0.294,0.314,95.03,291360
0.708,0.825,4,-3.117,1,0.0615,0.031,0,0.191,0.662,109.991,186000
0.795,0.629,8,-6.889,1,0.307,0.0531,0,0.773,0.573,109.897,174545
0.633,0.844,0,-3.933,1,0.0848,0.0684,0,0.191,0.755,149.893,187350
0.426,0.959,0,-4.95,1,0.0525,5.36E-05,6.54E-06,0.707,0.372,155.01,242680
0.735,0.235,3,-13.239,1,0.315,0.698,0.00604,0.107,0.462,62.446,173202
0.656,0.675,1,-9.476,1,0.44,0.0303,0,0.344,0.475,162.839,106496
0.621,0.653,7,-4.573,1,0.0523,0.0152,0,0.427,0.345,117.129,193856
0.696,0.429,1,-8.736,0,0.0554,0.0518,0,0.128,0.242,149.967,213333
0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840
0.888,0.522,1,-8.936,1,0.43,0.00739,0,0.0452,0.623,144.011,123373
0.823,0.728,1,-3.749,1,0.152,0.0734,0.00287,0.201,0.573,129.978,227976
0.424,0.694,6,-4.912,0,0.0386,0.0573,0.000937,0.133,0.0801,128.034,282481
0.61,0.782,6,-6.878,0,0.0462,0.0678,0.132,0.0693,0.119,128.004,282476
0.7,0.795,5,-9.019,0,0.151,0.16,0,0.354,0.696,136.018,248354
0.892,0.507,0,-8.282,1,0.378,0.704,3.14E-05,0.109,0.695,143.96,158587
0.557,0.641,11,-7.614,1,0.0324,0.00733,0.00964,0.113,0.425,111.962,237857
0.81,0.705,8,-8.041,0,0.239,0.392,0.115,0.109,0.681,96.696,244733
0.357,0.544,7,-10.399,1,0.0371,0.0159,0.784,0.0639,0.146,114.957,376721
0.606,0.475,5,-8.717,1,0.0305,0.327,0.000892,0.133,0.36,87.987,213964
0.362,0.684,2,-5.174,0,0.0854,0.279,1.08E-05,0.165,0.389,85.201,177601
0.638,0.818,9,-4.517,0,0.05,0.131,1.78E-05,0.107,0.489,126.015,167990
0.844,0.644,11,-6.273,0,0.0479,0.0828,0,0.113,0.591,122.061,169038
0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,219332
0.789,0.427,5,-9.918,0,0.308,0.0649,3.62E-05,0.171,0.605,97.032,215227
0.46,0.975,5,-3.901,0,0.133,0.000145,0,0.105,0.217,128.017,234088
0.688,0.502,7,-9.477,1,0.0299,0.479,0.000622,0.123,0.618,127.96,217845
0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052
0.6,0.982,11,-3.921,1,0.0337,0.00349,0.48,0.124,0.212,127.994,201314
0.623,0.908,0,-4.111,1,0.0317,0.0059,0,0.0879,0.745,129.028,177299
0.549,0.792,3,-6.279,1,0.226,0.452,0,0.0954,0.563,134.824,210909
0.446,0.456,6,-7.338,1,0.054,0.595,0,0.0752,0.27,145.056,235053
0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067
0.539,0.805,10,-4.402,0,0.0332,0.0158,0,0.169,0.455,128.036,200394
0.662,0.829,10,-6.327,1,0.269,0.0271,0,0.097,0.538,170.062,209236
0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,188640
0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,157067
0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.323,0.771,145.034,177670
0.901,0.4,0,-8.575,1,0.126,0.051,0,0.0599,0.346,135.984,197573
0.549,0.653,0,-7.47,1,0.0503,0.457,0,0.0969,0.287,121.348,187173
0.776,0.445,9,-8.574,1,0.0371,0.212,0.00409,0.124,0.405,109.981,184200
0.708,0.488,1,-7.896,1,0.264,0.616,0,0.0823,0.774,160.083,219066
0.513,0.756,2,-5.449,0,0.0372,0.305,0,0.0481,0.511,177.678,222173
0.575,0.969,1,-6.741,0,0.0425,0.0105,0.683,0.118,0.0368,122.998,244146
0.745,0.728,0,-3.39,1,0.0423,0.352,0,0.228,0.39,120.099,130876
0.822,0.762,1,-6.198,1,0.0574,0.00103,0.039,0.333,0.767,125,200940
0.474,0.878,7,-3.437,1,0.0845,0.000261,0.0114,0.112,0.501,150.03,221033
0.869,0.479,1,-9.695,1,0.128,0.0374,0.0168,0.0641,0.388,91.757,162496
0.61,0.732,2,-9.529,1,0.0496,0.176,0.000131,0.124,0.807,153.97,205579
0.581,0.452,11,-9.558,1,0.15,0.206,0.00329,0.0881,0.523,75.046,173653
0.521,0.902,11,-4.56,0,0.0624,0.0153,1.06E-05,0.649,0.136,112.522,167200
0.606,0.775,0,-6.038,0,0.04,0.0086,0.498,0.305,0.508,140.013,258547
0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,179151
0.803,0.613,1,-9.568,1,0.191,0.0491,0,0.109,0.164,122.024,163356
0.666,0.597,5,-7.52,0,0.0954,0.131,0.037,0.35,0.58,150.07,121204
0.901,0.489,10,-12.934,0,0.0733,0.247,0.0298,0.0854,0.376,120.991,126947
0.772,0.974,0,-4.444,1,0.0677,0.0214,0.873,0.0901,0.961,126.005,196190
0.729,0.603,6,-6.736,0,0.0666,0.0948,0,0.113,0.207,134.972,243976
0.726,0.636,7,-3.615,1,0.0496,0.199,0,0.111,0.362,111.097,225040
0.852,0.432,1,-8.04,0,0.501,0.0599,0,0.146,0.258,140.042,236571
0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
0.511,0.854,4,-4.104,0,0.0517,0.00151,0.0141,0.195,0.0838,129.932,173077
0.808,0.805,1,-3.392,1,0.103,0.00113,0.0585,0.193,0.886,107.965,240758
0.667,0.754,1,-5.093,1,0.207,0.218,3.73E-05,0.292,0.403,123.024,223913
0.664,0.522,8,-9.677,1,0.11,0.729,0.000126,0.0935,0.289,134.047,219467
0.524,0.806,1,-3.447,0,0.406,0.197,0,0.101,0.45,115.172,224360
0.688,0.729,4,-6.56,0,0.0573,0.437,0.00369,0.0928,0.469,110.055,251029
0.437,0.523,0,-7.664,0,0.0655,0.593,4.15E-06,0.171,0.363,169.872,153176
0.758,0.746,0,-7.209,0,0.0285,0.442,0.000834,0.154,0.658,137.968,164893
0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,229773
0.766,0.394,0,-7.451,1,0.0637,0.0582,0.00523,0.279,0.816,160.079,126700
0.434,0.917,9,-3.613,0,0.0633,0.301,1.80E-05,0.289,0.622,121.967,147554
0.809,0.96,10,-3.275,0,0.104,0.0116,0.317,0.233,0.545,126.026,177857
0.517,0.971,9,-3.697,0,0.103,0.000183,0,0.236,0.172,105.011,207735
0.621,0.898,10,-4.569,1,0.0401,0.0976,1.08E-05,0.404,0.332,124.018,181040
0.598,0.71,0,-6.839,0,0.0272,0.0476,1.77E-05,0.1,0.726,97.976,274294
0.807,0.614,6,-8.685,1,0.041,0.115,0.000522,0.126,0.482,107,166542
0.695,0.715,6,-6.675,0,0.0528,0.0568,0.000221,0.0992,0.891,96.997,194409
0.659,0.875,10,-4.337,0,0.243,0.011,4.15E-05,0.267,0.517,128.252,174375
0.45,0.872,7,-4.91,1,0.0353,0.0018,1.61E-05,0.0833,0.396,156.059,274615
0.489,0.766,3,-5.84,1,0.0851,0.0511,1.35E-05,0.126,0.117,121.445,190645
0.466,0.781,1,-6.76,1,0.0567,0.000483,0.000141,0.0713,0.383,169.97,228613
0.725,0.85,11,-8.482,0,0.0429,0.00273,0.0396,0.109,0.542,122.001,190820
0.669,0.801,8,-5.445,1,0.136,0.268,0,0.0594,0.541,109.919,201072
0.608,0.47,8,-6.73,1,0.0428,0.226,0,0.0963,0.241,81,227275
0.689,0.859,10,-4.708,0,0.0281,0.108,0.291,0.14,0.672,119.991,194481
