danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Mood Label
0.665,0.0654,11,-18.799,0,0.0466,0.963,0.901,0.111,0.299,127.191,131519,focus
0.476,0.064,11,-17.377,0,0.0411,0.939,0.872,0.109,0.146,73.825,193417,focus
0.525,0.0856,0,-16.351,1,0.0395,0.976,0.865,0.118,0.121,74.038,150088,focus
0.756,0.0881,9,-19.834,0,0.0501,0.94,0.911,0.111,0.165,124.082,200235,focus
0.413,0.0324,5,-25.884,1,0.0273,0.922,0.855,0.0946,0.0727,74.943,166599,focus
0.586,0.0459,3,-21.804,1,0.0311,0.984,0.936,0.128,0.0674,75,149600,focus
0.595,0.13,0,-19.655,1,0.034,0.97,0.868,0.111,0.181,100.93,162902,focus
0.555,0.0712,5,-17.961,1,0.0373,0.98,0.738,0.111,0.251,67.075,150558,focus
0.465,0.0375,4,-22.686,0,0.0352,0.921,0.853,0.096,0.0796,85.019,156130,focus
0.616,0.171,10,-17.482,0,0.0405,0.993,0.929,0.11,0.213,84.064,140804,focus
0.406,0.103,2,-17.993,1,0.0408,0.972,0.9,0.112,0.182,67.543,146867,focus
0.489,0.185,2,-21.407,0,0.0282,0.762,0.893,0.111,0.135,149.927,181256,focus
0.546,0.132,11,-18.227,0,0.0344,0.636,0.903,0.135,0.15,130.016,156753,focus
0.321,0.113,10,-17.222,1,0.0376,0.959,0.924,0.11,0.152,67.401,144404,focus
0.317,0.0992,4,-20.105,1,0.0301,0.891,0.863,0.111,0.15,95.929,131592,focus
0.577,0.0406,11,-21.477,1,0.0482,0.965,0.873,0.11,0.297,149.851,161698,focus
0.469,0.0737,2,-22.375,1,0.0413,0.969,0.922,0.111,0.204,144.04,163656,focus
0.492,0.038,0,-23.197,1,0.0378,0.94,0.897,0.111,0.265,74.866,134783,focus
0.55,0.0907,6,-16.55,1,0.0348,0.994,0.928,0.111,0.135,83.041,124854,focus
0.463,0.114,1,-17.919,0,0.0297,0.932,0.88,0.107,0.0681,149.941,135400,focus
0.476,0.104,11,-20.96,0,0.0296,0.932,0.894,0.111,0.0386,70.003,205795,focus
0.388,0.0247,7,-22.376,1,0.042,0.978,0.911,0.111,0.336,78.486,149973,focus
0.526,0.0732,7,-19.831,1,0.034,0.926,0.869,0.149,0.131,90.815,147767,focus
0.604,0.216,11,-18.172,0,0.0412,0.873,0.863,0.111,0.0708,72.029,167820,focus
0.297,0.0991,11,-20.172,0,0.0393,0.92,0.897,0.111,0.171,35.366,174542,focus
0.302,0.127,9,-19.69,0,0.0386,0.905,0.91,0.0965,0.137,109.262,192047,focus
0.499,0.218,11,-17.352,1,0.037,0.863,0.903,0.111,0.172,140.109,144857,focus
0.482,0.0432,5,-23.186,1,0.0316,0.935,0.856,0.111,0.0775,75.033,167582,focus
0.496,0.134,3,-15.87,1,0.0293,0.984,0.936,0.107,0.0537,64.96,136765,focus
0.559,0.176,4,-15.088,0,0.0325,0.298,0.856,0.181,0.0473,106.999,125607,focus
0.454,0.0699,4,-20.839,0,0.0516,0.264,0.889,0.108,0.0858,64.443,174753,focus
0.668,0.122,1,-17.167,0,0.0539,0.279,0.473,0.0883,0.433,120.07,205000,focus
0.548,0.0525,6,-21.708,0,0.0472,0.86,0.672,0.0865,0.135,73.959,139567,focus
0.454,0.119,11,-21.969,1,0.0305,0.964,0.905,0.11,0.104,75.959,146496,focus
0.296,0.0604,7,-19.685,1,0.0393,0.971,0.896,0.111,0.15,81.874,135417,focus
0.378,0.0684,8,-19.494,1,0.0413,0.985,0.915,0.107,0.134,77.328,145603,focus
0.665,0.12,9,-20.333,0,0.0358,0.925,0.899,0.111,0.147,99.958,141613,focus
0.394,0.0985,5,-22.02,1,0.0338,0.92,0.875,0.142,0.105,139.833,145286,focus
0.552,0.109,5,-19.68,0,0.0326,0.98,0.944,0.119,0.0847,92.038,143579,focus
0.634,0.306,11,-18.009,0,0.0353,0.981,0.949,0.106,0.279,71.015,155574,focus
0.632,0.0535,9,-19.569,0,0.0378,0.984,0.909,0.115,0.189,85.004,162126,focus
0.354,0.129,0,-18.357,1,0.0356,0.913,0.921,0.0827,0.0762,70.841,160684,focus
0.699,0.0356,2,-20.645,0,0.0432,0.965,0.925,0.113,0.326,97.045,164454,focus
0.6,0.0793,2,-20.648,1,0.0372,0.92,0.929,0.117,0.116,89.907,144209,focus
0.255,0.00954,2,-27.838,1,0.04,0.99,0.806,0.0992,0.225,71.052,155077,focus
0.607,0.124,9,-18.633,0,0.0329,0.945,0.839,0.113,0.0805,97.094,139212,focus
0.421,0.059,2,-22.33,0,0.0384,0.934,0.888,0.115,0.158,75.984,135599,focus
0.611,0.0622,4,-21.731,0,0.0379,0.95,0.928,0.111,0.0602,73.04,147558,focus
0.243,0.0727,3,-22.296,1,0.0297,0.857,0.874,0.107,0.151,81.579,222992,focus
0.597,0.115,7,-18.215,1,0.0373,0.954,0.923,0.11,0.13,97.044,190820,focus
0.426,0.101,7,-18.238,0,0.0367,0.962,0.943,0.109,0.0626,78.734,166891,focus
0.516,0.108,0,-20.004,1,0.042,0.962,0.907,0.11,0.116,76.987,155225,focus
0.534,0.0458,4,-23.414,0,0.0372,0.99,0.941,0.104,0.0405,129.818,155077,focus
0.311,0.0541,2,-21.289,1,0.0486,0.994,0.926,0.112,0.281,59.549,139072,focus
0.584,0.0374,7,-22.862,1,0.0418,0.969,0.884,0.112,0.173,116.88,167525,focus
0.461,0.0611,0,-20.555,1,0.044,0.962,0.93,0.112,0.133,120.815,195122,focus
0.597,0.127,5,-17.192,0,0.037,0.991,0.929,0.126,0.135,70.051,152597,focus
0.796,0.798,1,-6.312,1,0.0317,0.034,4.19E-05,0.0952,0.942,116.032,202735,happy
0.644,0.879,6,-5.204,0,0.0761,0.00423,6.91E-06,0.286,0.808,126.935,131000,happy
0.687,0.818,0,-4.221,1,0.0778,0.0112,0,0.248,0.886,125.952,165753,happy
0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,142677,happy
0.747,0.616,3,-9.76,0,0.0324,0.176,0.116,0.143,0.908,131.975,192151,happy
0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,177525,happy
0.621,0.785,6,-4.499,1,0.11,0.0165,5.92E-06,0.0512,0.779,123.96,155253,happy
0.454,0.931,11,-4.083,1,0.0321,0.238,0.000623,0.289,0.462,137.945,160530,happy
0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,226627,happy
0.747,0.867,0,-7.311,1,0.088,0.582,0.00413,0.114,0.684,124.015,220653,happy
0.763,0.782,7,-4.541,0,0.0346,0.182,7.08E-06,0.293,0.502,127.034,177689,happy
0.665,0.738,0,-5.931,0,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,214071,happy
0.571,0.937,6,-3.365,1,0.033,0.0337,3.71E-05,0.212,0.607,148.979,127004,happy
0.73,0.907,2,-3.72,1,0.0606,0.0921,0.114,0.23,0.249,120.968,111074,happy
0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,189672,happy
0.686,0.892,10,-3.186,0,0.0498,0.0577,7.11E-06,0.0838,0.752,126.03,157206,happy
0.573,0.736,11,-6.882,1,0.0435,0.0616,0,0.508,0.185,126.014,166667,happy
0.643,0.585,2,-5.994,1,0.0369,0.225,0,0.0927,0.188,106.015,216873,happy
0.588,0.804,6,-5.594,1,0.0428,0.00265,0,0.0708,0.381,124.055,187041,happy
0.539,0.708,5,-6.189,1,0.0976,0.0129,0,0.14,0.381,123.039,186141,happy
0.621,0.747,11,-5.084,1,0.0337,0.222,0.000194,0.147,0.426,124.015,188894,happy
0.643,0.714,2,-5.504,0,0.0486,0.00444,2.85E-06,0.146,0.205,120.027,132417,happy
0.75,0.797,0,-4.826,1,0.118,0.293,0,0.392,0.523,105.949,215203,happy
0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,357936,happy
0.636,0.936,7,-2.65,0,0.0729,0.177,0,0.0879,0.415,124.034,171955,happy
0.687,0.924,9,-7.324,0,0.0361,0.0707,0.228,0.046,0.931,126.018,271240,happy
0.773,0.74,7,-8.169,0,0.0386,0.0627,0.00183,0.0829,0.504,124.014,197473,happy
0.69,0.847,6,-4.565,1,0.0374,0.0145,0.041,0.0777,0.49,124.015,152224,happy
0.53,0.807,6,-5.348,1,0.147,0.000532,2.75E-06,0.496,0.263,127.991,153197,happy
0.817,0.876,8,-7.485,0,0.046,0.0332,0.199,0.412,0.671,131.022,289472,happy
0.878,0.875,1,-4.923,1,0.0658,0.0507,3.42E-05,0.356,0.84,124.006,189880,happy
0.534,0.714,6,-6.347,0,0.0629,0.00633,0,0.0879,0.415,125.99,201701,happy
0.601,0.879,2,-2.673,0,0.0353,0.0313,0,0.0793,0.589,124.013,188732,happy
0.673,0.839,9,-6.787,0,0.0373,0.0177,0.416,0.126,0.24,125.03,188160,happy
0.712,0.796,0,-6.325,1,0.0486,0.0422,1.44E-05,0.274,0.605,125.994,139927,happy
0.629,0.917,6,-2.095,0,0.0964,0.0273,0,0.521,0.627,124.024,190609,happy
0.8,0.771,10,-6.638,0,0.123,0.0531,0,0.229,0.886,118.991,218476,happy
0.786,0.718,0,-6.292,0,0.04,0.00519,0.000977,0.127,0.525,123.951,166573,happy
0.677,0.732,7,-5.028,0,0.031,0.0113,0.227,0.0978,0.242,126.018,171548,happy
0.692,0.856,1,-2.963,0,0.0351,0.0746,1.15E-05,0.153,0.963,125.99,171905,happy
0.657,0.816,0,-4.819,0,0.168,0.101,0,0.137,0.584,120.092,140018,happy
0.706,0.77,10,-6.224,0,0.0653,0.397,1.84E-05,0.209,0.967,117.075,158549,happy
0.785,0.86,7,-5.902,1,0.0368,0.00013,0.179,0.152,0.787,130.013,173562,happy
0.683,0.977,6,-2.582,0,0.106,0.00372,0.0109,0.166,0.884,129.996,180639,happy
0.648,0.775,5,-4.798,1,0.0694,0.0561,0,0.444,0.371,128.072,217266,happy
0.591,0.921,11,-5.572,0,0.0656,0.00261,0.00512,0.946,0.436,140.063,135429,happy
0.821,0.781,0,-4.465,1,0.0397,0.00563,0.0191,0.0403,0.434,137.017,133213,happy
0.641,0.788,5,-5.817,1,0.05,0.149,0,0.0943,0.782,147.947,214943,happy
0.737,0.837,4,-6.448,0,0.054,0.223,0,0.159,0.575,118.998,161345,happy
0.624,0.966,6,-3.155,0,0.041,0.0729,4.84E-06,0.181,0.758,124.984,182463,happy
0.716,0.853,9,-3.254,0,0.03,0.00812,0.000268,0.154,0.593,124.014,178294,happy
0.728,0.95,11,-4.216,0,0.0977,0.0055,0.00386,0.33,0.812,124.003,224516,happy
0.831,0.632,1,-5.727,1,0.0421,0.00838,0.00247,0.0962,0.419,120.01,192614,happy
0.596,0.743,6,-4.149,1,0.0302,0.0696,2.37E-06,0.202,0.531,125.883,158807,happy
0.812,0.796,8,-10.548,1,0.0356,0.00826,0.921,0.365,0.961,125.976,249679,happy
0.692,0.846,8,-5.72,1,0.0559,0.0194,2.91E-05,0.324,0.827,124.007,203947,happy
0.633,0.901,6,-6.741,1,0.0474,0.00484,0.21,0.357,0.506,130.058,175033,happy
0.65,0.801,8,-5.624,0,0.0764,0.0257,0.00239,0.0942,0.605,125.008,307918,happy
0.678,0.931,5,-5.813,1,0.0867,0.00159,0.0275,0.091,0.346,130.021,201231,happy
0.788,0.945,9,-5.091,1,0.0599,0.223,2.97E-06,0.115,0.466,128.036,168053,happy
0.727,0.822,5,-4.481,0,0.0471,0.0698,0.000175,0.408,0.855,118.092,162787,happy
0.653,0.978,9,-4.868,0,0.0589,0.0151,0.714,0.309,0.756,122.017,208545,happy
0.567,0.865,2,-5.482,1,0.0674,0.0449,0.0026,0.414,0.509,126.996,199016,happy
0.737,0.682,7,-4.2,0,0.0383,0.0714,0.00916,0.158,0.393,126.028,171448,happy
0.853,0.804,7,-4.829,1,0.0497,0.0323,1.54E-06,0.177,0.29,120.03,188000,happy
0.75,0.85,7,-5.925,0,0.0501,0.0451,0.00351,0.559,0.877,122.04,232745,happy
0.681,0.727,11,-8.106,0,0.0547,0.000708,0.000197,0.398,0.551,124.997,165120,happy
0.763,0.684,11,-6.776,1,0.136,0.0756,0.000182,0.19,0.745,129.063,175834,happy
0.738,0.936,4,-3.451,0,0.219,0.00151,0.707,0.617,0.27,127.022,145984,happy
0.782,0.728,5,-6.568,1,0.146,0.00245,7.90E-05,0.241,0.602,122.035,229586,happy
0.865,0.752,6,-6.565,1,0.053,0.0409,0,0.185,0.922,117.981,134746,happy
0.61,0.765,3,-4.914,1,0.172,0.175,1.05E-06,0.0914,0.243,125.028,312226,happy
0.563,0.83,5,-3.765,1,0.0365,0.022,0,0.127,0.41,129.948,175385,happy
0.692,0.845,7,-5.928,0,0.0543,0.0116,0.0639,0.35,0.158,123.014,232683,happy
0.662,0.794,6,-4.239,1,0.0533,0.171,0,0.0883,0.641,104.951,192000,happy
0.558,0.715,9,-5.231,1,0.0375,0.0667,0,0.097,0.297,127.001,202671,happy
0.699,0.785,8,-5.082,1,0.264,0.0184,0.0289,0.104,0.642,126.106,146693,happy
0.674,0.924,0,-4.943,0,0.102,0.0143,6.09E-06,0.216,0.811,123.04,240053,happy
0.648,0.795,0,-5.67,1,0.0433,0.0275,0,0.113,0.364,100.032,211011,happy
0.803,0.935,4,-4.915,0,0.032,0.0145,0.191,0.296,0.738,124.008,193795,happy
0.764,0.84,5,-4.311,1,0.0596,0.00834,0.0777,0.0911,0.67,126.03,131474,happy
0.617,0.719,11,-7.991,0,0.0606,0.0453,7.47E-05,0.688,0.435,124.911,151693,happy
0.537,0.964,5,-2.677,0,0.0552,0.018,0.00138,0.16,0.509,125.992,208254,happy
0.776,0.614,2,-7.666,1,0.0488,0.18,0,0.109,0.43,120.003,209013,happy
0.624,0.94,11,-3.671,0,0.163,0.000983,0.00409,0.313,0.882,128.014,146849,happy
0.631,0.942,4,-2.98,1,0.0373,0.0155,2.31E-06,0.0931,0.451,124.944,146707,happy
0.645,0.889,5,-4.333,1,0.0394,0.06,0.000241,0.305,0.175,123.057,169504,happy
0.713,0.81,0,-5.108,1,0.0457,0.115,0,0.0527,0.747,124.036,182653,happy
0.572,0.951,6,-4.566,0,0.0504,0.00373,0.0529,0.318,0.276,123.984,191613,happy
0.639,0.878,3,-4.041,1,0.091,0.00937,7.31E-06,0.115,0.842,124.994,167298,happy
0.584,0.955,7,-4.197,0,0.0507,0.101,0.00243,0.092,0.486,128.04,234375,happy
0.601,0.832,0,-5.471,1,0.139,0.0284,0,0.477,0.409,138.061,160870,happy
0.774,0.851,0,-6.621,1,0.0438,0.0346,0.03,0.103,0.463,130.023,149772,happy
0.688,0.91,0,-4.496,0,0.0456,0.00286,1.07E-05,0.129,0.77,119.024,234493,happy
0.58,0.895,3,-5.224,0,0.0396,0.099,0.0117,0.0911,0.356,116.953,207813,happy
0.601,0.711,3,-4.353,0,0.0611,0.0808,0,0.113,0.512,127.948,161035,happy
0.666,0.906,0,-4.938,1,0.0446,0.0196,0.000346,0.0947,0.659,120.94,142335,happy
0.693,0.845,9,-3.27,1,0.0348,0.0127,1.84E-06,0.169,0.498,125.009,169440,happy
0.72,0.908,0,-3.467,0,0.0745,0.00133,0.00716,0.378,0.916,127.896,161069,happy
0.686,0.814,6,-6.122,0,0.036,0.00896,0.000196,0.187,0.48,123.002,177561,happy
0.384,0.0189,1,-31.119,1,0.0395,0.992,0.947,0.0967,0.0834,62.479,130166,relax
0.435,0.0404,4,-26.262,1,0.0358,0.984,0.96,0.0952,0.193,95.929,168499,relax
0.297,0.0126,7,-27.76,1,0.0442,0.994,0.913,0.0785,0.386,171.767,163000,relax
0.461,0.0286,0,-25.117,1,0.0482,0.995,0.986,0.116,0.471,113.851,140103,relax
0.386,0.0128,1,-28.66,1,0.0396,0.991,0.931,0.109,0.189,126.374,130134,relax
0.328,0.00746,0,-28.584,1,0.0356,0.989,0.883,0.134,0.178,95.437,135106,relax
0.344,0.0893,9,-26.873,1,0.0354,0.99,0.927,0.0958,0.178,94.414,139412,relax
0.47,0.0243,5,-24.242,1,0.0354,0.994,0.896,0.121,0.331,81.805,154311,relax
0.327,0.0191,8,-27.091,1,0.0305,0.992,0.928,0.109,0.151,166.839,128724,relax
0.307,0.0381,11,-28.197,1,0.0423,0.993,0.945,0.104,0.0631,72.453,123500,relax
0.358,0.0122,1,-30.056,1,0.0379,0.989,0.922,0.0931,0.21,75.778,151829,relax
0.505,0.0537,1,-29.809,1,0.0481,0.99,0.942,0.0927,0.454,142.816,118625,relax
0.428,0.0258,2,-29.49,1,0.0398,0.991,0.959,0.107,0.179,89.923,156000,relax
0.51,0.108,5,-22.334,1,0.0345,0.973,0.968,0.11,0.286,100.176,131451,relax
0.62,0.0217,6,-24.938,1,0.0419,0.996,0.921,0.111,0.468,74.475,132930,relax
0.398,0.00578,6,-25.436,1,0.0464,0.993,0.969,0.102,0.27,57.701,151750,relax
0.418,0.0373,4,-23.378,1,0.0399,0.985,0.96,0.101,0.135,143.827,122999,relax
0.408,0.0632,0,-24.044,0,0.0371,0.977,0.927,0.175,0.256,126.995,202732,relax
0.368,0.0385,6,-34.973,1,0.0627,0.99,0.946,0.112,0.136,122.674,162062,relax
0.334,0.0593,6,-25.109,1,0.0418,0.992,0.963,0.0836,0.107,77.555,115985,relax
0.493,0.0159,4,-24.847,1,0.0362,0.992,0.908,0.106,0.313,77.532,154963,relax
0.532,0.0378,10,-24.416,1,0.0532,0.993,0.938,0.101,0.196,83.185,147536,relax
0.396,0.0424,1,-26.712,1,0.0447,0.991,0.961,0.148,0.166,63.206,145530,relax
0.265,0.0119,3,-33.766,1,0.0526,0.991,0.946,0.097,0.35,99.932,127000,relax
0.361,0.0649,1,-23.25,1,0.0281,0.984,0.933,0.111,0.354,77.486,140125,relax
0.415,0.0875,0,-26.532,1,0.0344,0.994,0.938,0.0946,0.204,103.774,135345,relax
0.509,0.0154,9,-30.485,0,0.0588,0.99,0.927,0.185,0.37,132.55,134000,relax
0.377,0.0751,3,-32.408,0,0.0293,0.989,0.908,0.0631,0.516,141.654,159000,relax
0.35,0.0617,3,-26.752,1,0.034,0.975,0.935,0.117,0.0931,112.155,139625,relax
0.554,0.0158,7,-27.169,1,0.0353,0.995,0.883,0.112,0.279,73.762,162048,relax
0.325,0.0615,4,-27.534,1,0.0352,0.984,0.923,0.082,0.312,94.597,125042,relax
0.439,0.0237,6,-30.434,1,0.0397,0.994,0.938,0.0969,0.16,113.805,150898,relax
0.407,0.00358,2,-27.226,1,0.0477,0.995,0.952,0.1,0.289,65.243,114233,relax
0.431,0.0248,8,-24.15,1,0.0354,0.988,0.933,0.107,0.257,81.153,185750,relax
0.455,0.0229,5,-25.504,1,0.0356,0.991,0.841,0.103,0.118,76.798,131295,relax
0.405,0.0187,10,-29.086,1,0.0372,0.986,0.924,0.107,0.229,75.78,120269,relax
0.448,0.00919,7,-27.355,1,0.0425,0.991,0.952,0.105,0.0953,124.602,172400,relax
0.509,0.00361,0,-29.96,1,0.0479,0.995,0.959,0.0878,0.199,74.787,112803,relax
0.467,0.0308,3,-25.797,1,0.0412,0.994,0.944,0.107,0.192,67.32,144875,relax
0.265,0.0104,8,-32,1,0.0411,0.992,0.911,0.115,0.115,81.119,180875,relax
0.243,0.0101,1,-29.778,1,0.0401,0.976,0.908,0.0981,0.127,172.937,137642,relax
0.499,0.0613,3,-23.777,1,0.0471,0.988,0.946,0.112,0.243,75.102,137425,relax
0.464,0.0137,7,-27.086,1,0.0496,0.992,0.969,0.105,0.292,102.008,115566,relax
0.538,0.0101,6,-29.191,1,0.0363,0.995,0.942,0.088,0.481,68.322,199429,relax
0.351,0.0335,7,-30.558,1,0.033,0.992,0.919,0.087,0.24,94.378,143750,relax
0.292,0.0747,1,-30.565,1,0.04,0.993,0.894,0.106,0.409,87.915,161914,relax
0.321,0.0269,4,-27.988,1,0.0312,0.989,0.891,0.105,0.193,90.174,156706,relax
0.43,0.00699,10,-27.595,1,0.0447,0.993,0.953,0.105,0.19,76.73,133375,relax
0.402,0.0619,8,-23.399,1,0.0361,0.984,0.933,0.111,0.14,65.875,115124,relax
0.31,0.0352,6,-28.139,0,0.0336,0.98,0.908,0.0978,0.148,157.343,133488,relax
0.225,0.00332,5,-38.899,1,0.0546,0.994,0.945,0.0936,0.394,67.988,199167,relax
0.496,0.0317,3,-25.204,0,0.0479,0.995,0.954,0.105,0.256,73.191,125056,relax
0.435,0.0405,2,-25.515,1,0.0313,0.992,0.905,0.0954,0.129,78.151,147507,relax
0.641,0.0114,6,-27.475,1,0.0458,0.996,0.964,0.106,0.483,80.989,125249,relax
0.642,0.0202,3,-30.725,1,0.0424,0.994,0.928,0.115,0.174,101.97,151765,relax
0.723,0.253,3,-25.567,1,0.0562,0.992,0.953,0.0956,0.19,86.956,116207,relax
0.345,0.0305,6,-24.169,0,0.0326,0.987,0.935,0.1,0.137,162.612,141451,relax
0.441,0.00957,7,-26.839,1,0.0308,0.987,0.884,0.0954,0.373,75.403,225495,relax
0.381,0.0574,5,-27.602,1,0.0316,0.985,0.913,0.106,0.0895,103.14,180372,relax
0.557,0.0177,7,-26.803,1,0.0564,0.995,0.965,0.0996,0.397,135.228,127500,relax
0.375,0.0662,7,-26.344,0,0.0483,0.995,0.922,0.131,0.214,117.282,143920,relax
0.663,0.0132,10,-33.243,1,0.046,0.995,0.953,0.0887,0.327,120.107,221703,relax
0.438,0.0928,1,-28.437,1,0.0304,0.991,0.953,0.105,0.347,137.22,123000,relax
0.309,0.0599,9,-29.964,1,0.0692,0.994,0.932,0.106,0.382,79.049,117893,relax
0.398,0.0287,6,-26.752,1,0.0383,0.981,0.918,0.096,0.084,90.153,170122,relax
0.414,0.0257,9,-28.816,1,0.0375,0.995,0.896,0.0869,0.21,103.102,153306,relax
0.481,0.0246,0,-24.192,1,0.0393,0.991,0.955,0.11,0.127,100.305,131951,relax
0.586,0.0805,8,-23.081,0,0.0341,0.987,0.943,0.0948,0.213,112.213,189940,relax
0.469,0.0029,8,-40.436,1,0.0525,0.992,0.939,0.135,0.509,116.219,143400,relax
0.352,0.0464,1,-27.631,1,0.0307,0.973,0.879,0.107,0.339,98.943,176557,relax
0.412,0.0451,5,-30.732,1,0.0419,0.992,0.932,0.103,0.762,170.149,128932,relax
0.259,0.0424,7,-28.504,0,0.0406,0.995,0.892,0.103,0.3,205.672,137071,relax
0.445,0.0367,1,-31.319,1,0.0433,0.991,0.944,0.0896,0.13,75.396,150833,relax
0.427,0.00626,4,-28.056,1,0.0506,0.995,0.939,0.0909,0.406,63.282,111500,relax
0.362,0.0317,2,-24.252,1,0.0496,0.993,0.964,0.0994,0.329,81.007,159440,relax
0.396,0.0281,2,-30.963,1,0.0333,0.994,0.878,0.103,0.296,100.61,137647,relax
0.364,0.064,9,-24.643,1,0.0384,0.993,0.925,0.0971,0.403,131.662,121750,relax
0.289,0.034,3,-32.438,1,0.0346,0.967,0.884,0.108,0.141,122.271,154875,relax
0.472,0.0307,7,-25.871,1,0.0467,0.996,0.954,0.0979,0.301,137.361,148875,relax
0.377,0.0226,5,-22.748,1,0.0394,0.989,0.941,0.121,0.159,164.635,140602,relax
0.611,0.0126,7,-26.619,1,0.0671,0.996,0.94,0.107,0.263,68.395,127538,relax
0.495,0.084,1,-24.684,1,0.0735,0.995,0.968,0.102,0.453,69.216,130890,relax
0.375,0.0141,11,-26.919,1,0.0365,0.991,0.94,0.0915,0.0443,107.309,146079,relax
0.441,0.018,10,-27.154,0,0.0456,0.994,0.952,0.116,0.204,107.794,146091,relax
0.316,0.0319,6,-29.428,1,0.0511,0.992,0.92,0.0926,0.223,175.256,113986,relax
0.47,0.0593,7,-28.563,1,0.0355,0.99,0.934,0.104,0.178,113.418,131787,relax
0.527,0.0338,7,-26.245,1,0.0832,0.996,0.969,0.184,0.179,67.807,165294,relax
0.49,0.0207,7,-26.438,0,0.036,0.994,0.924,0.134,0.408,99.583,144125,relax
0.446,0.018,8,-27.431,1,0.0436,0.995,0.937,0.0651,0.2,111.725,192817,relax
0.499,0.033,2,-28.101,1,0.0398,0.993,0.947,0.0946,0.236,94.543,137250,relax
0.516,0.0267,11,-30.229,1,0.0461,0.992,0.899,0.0963,0.378,110.636,122698,relax
0.456,0.0555,3,-22.393,1,0.0636,0.992,0.96,0.136,0.38,145.477,243209,relax
0.328,0.00758,10,-26.281,1,0.039,0.988,0.937,0.109,0.151,92.095,174866,relax
0.323,0.0015,1,-36.751,1,0.0447,0.992,0.951,0.109,0.298,61.605,204375,relax
0.366,0.0905,10,-27.851,0,0.0408,0.987,0.833,0.09,0.234,124.479,170738,relax
0.283,0.0329,1,-28.74,1,0.0341,0.975,0.899,0.109,0.192,139.106,116719,relax
0.356,0.0186,9,-26.729,1,0.042,0.991,0.929,0.0996,0.154,84.753,148907,relax
0.499,0.0682,0,-25.339,0,0.0769,0.995,0.97,0.119,0.636,94.127,131238,relax
0.402,0.0185,2,-30.302,0,0.0393,0.994,0.937,0.106,0.237,67.394,151750,relax
0.532,0.023,5,-24.604,1,0.0523,0.989,0.935,0.11,0.189,80.492,194027,relax
0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,213827,romance
0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,169354,romance
0.448,0.665,9,-4.203,1,0.026,0.06,2.55E-05,0.0828,0.304,172.004,237147,romance
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,romance
0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,269560,romance
0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,romance
0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,romance
0.567,0.267,4,-6.502,1,0.0299,0.839,1.46E-06,0.089,0.0592,110.011,240133,romance
0.778,0.547,2,-7.273,1,0.0489,0.346,0.000302,0.132,0.441,95.002,242733,romance
0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,romance
0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325,romance
0.418,0.42,0,-6.444,1,0.0414,0.588,6.39E-05,0.11,0.184,84.094,172724,romance
0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,285120,romance
0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,206459,romance
0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,242947,romance
0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,220734,romance
0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,romance
0.526,0.749,3,-6.964,1,0.0283,0.023,1.76E-06,0.0692,0.421,99.982,208680,romance
0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,295516,romance
0.422,0.44,11,-5.53,1,0.0544,0.617,0,0.0837,0.332,128.934,120308,romance
0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947,190960,romance
0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,212607,romance
0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,romance
0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207520,romance
0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,212200,romance
0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,290900,romance
0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,173711,romance
